Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_502,لا يوجد اي لاعب فوق سن التلاثين في فريق وست هام,There are no players over the age of 30 in the West Ham squad.,No hay jugadores mayores de treinta años en el equipo del West Ham,,Não há jogadores com mais de trinta anos no time do West Ham,Il n'y a aucun joueur de plus de trente ans dans l'équipe de West Ham,Im West Ham-Team gibt es keine Spieler über dreißig,В команде Вест Хэма нет игроков старше тридцати лет.,西汉姆联队中没有年龄超过三十岁的球员,वेस्ट हैम टीम में तीस वर्ष से अधिक उम्र का कोई खिलाड़ी नहीं है
Q_503,في التشكيلة الرئيسية لفريق وست هام لاعب تحت 18 عام,In the starting line-up for West Ham U18s,"En la alineación principal del West Ham, un jugador sub- 18",,"Na escalação principal do West Ham, um jogador sub- 18","Dans l'équipe principale de West Ham, un joueur de moins de 18 ans",In der Hauptaufstellung von West Ham ein U18 - Spieler,В основном составе «Вест Хэма» игрок до 18 лет,西汉姆联主力阵容中18岁以下球员,"वेस्ट हैम के मुख्य लाइनअप में, एक अंडर -18 खिलाड़ी"
Q_504,يلعب فريق وست هام هذا الموسم في دوري أبطال أوروبا,West Ham are playing in the Champions League this season.,Esta temporada el West Ham juega la liga de Campeones,,"Nesta temporada, o West Ham está jogando na Liga dos Campeões","Cette saison, West Ham joue la Ligue des Champions",In dieser Saison spielt West Ham in der Champions League,В этом сезоне Вест Хэм играет в Лиге чемпионов.,本赛季，西汉姆联队参加欧冠联赛,इस सीज़न में वेस्ट हैम चैंपियंस लीग में खेल रहा है
Q_505,يلعب فريق وست هام هذا الموسم في الدوري الأوروبي,West Ham are playing in the Europa League this season.,Esta temporada el West Ham juega la Europa League,,"Nesta temporada, o West Ham está jogando na Liga Europa","Cette saison, West Ham joue en Ligue Europa",In dieser Saison spielt West Ham in der Europa League,В этом сезоне Вест Хэм играет в Лиге Европы.,本赛季，西汉姆联队参加欧罗巴联赛,इस सीज़न में वेस्ट हैम यूरोपा लीग में खेल रहा है
Q_506,يلعب فريق وست هام هذا الموسم في دوري المؤتمرات,West Ham are playing in the Conference League this season.,West Ham juega esta temporada en la Conference League,,West Ham está jogando esta temporada na Conference League,West Ham joue cette saison en Conference League,West Ham spielt diese Saison in der Conference League,Вест Хэм в этом сезоне играет в Конференц-лиге,西汉姆联队本赛季参加分区联赛,वेस्ट हैम इस सीज़न में कॉन्फ्रेंस लीग में खेल रहा है
Q_507,لم يلعب أي لاعب من التشكيلة الحالية ل وست هام كأس العالم,No player from the current West Ham squad has played in a World Cup.,Ningún jugador de la actual plantilla del West Ham ha disputado el Mundial,,Nenhum jogador do elenco atual do West Ham disputou a Copa do Mundo,Aucun joueur de l'équipe actuelle de West Ham n'a participé à la Coupe du monde,Kein Spieler aus dem aktuellen Kader von West Ham hat an der Weltmeisterschaft teilgenommen,Ни один игрок из нынешнего состава «Вест Хэма» не играл на чемпионате мира.,西汉姆联目前阵容中没有球员参加过世界杯,वेस्ट हैम की मौजूदा टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है
Q_508,لعب أحد لاعبي التشكيلة الحلية ل وست هام كأس العالم,A West Ham player played in the World Cup,Jugó como uno de los jugadores del equipo del West Ham para la Copa del Mundo.,,Ele jogou como um dos jogadores da seleção do West Ham para a Copa do Mundo,Il a joué comme l'un des joueurs de l'équipe de la Coupe du monde de West Ham.,Er spielte als einer der Spieler im Kader der West Ham-Weltmeisterschaft,Он играл в составе команды Вест Хэма на чемпионате мира.,他是西汉姆联世界杯阵容中的球员之一,उन्होंने वेस्ट हैम विश्व कप टीम में एक खिलाड़ी के रूप में खेला
Q_509,في الموسم الماضي لعب وست هام في دوري أبطال أوروبا,Last season West Ham played in the Champions League.,La temporada pasada el West Ham jugó en la Liga de Campeones,,Na última temporada o West Ham disputou a Liga dos Campeões,"La saison dernière, West Ham a joué en Ligue des Champions",Letzte Saison spielte West Ham in der Champions League,В прошлом сезоне Вест Хэм играл в Лиге Чемпионов.,上赛季西汉姆联队参加了欧洲冠军联赛,पिछले सीज़न में वेस्ट हैम ने चैंपियंस लीग में खेला था
Q_510,في الموسم الماضي لعب وست هام في الدوري الأوروبي,Last season West Ham played in the Europa League.,La temporada pasada el West Ham jugó en la Europa League,,Na última temporada o West Ham disputou a Liga Europa,"La saison dernière, West Ham a joué en Ligue Europa",Letzte Saison spielte West Ham in der Europa League,В прошлом сезоне Вест Хэм играл в Лиге Европы.,上赛季西汉姆联队参加了欧罗巴联赛,पिछले सीज़न में वेस्ट हैम यूरोपा लीग में खेला था
Q_511,في الموسم الماضي لعب وست هام في دوري المؤتمرات,Last season West Ham played in the Conference League.,La temporada pasada el West Ham jugó en la Conference League,,"Na temporada passada, o West Ham jogou na Conference League","La saison dernière, West Ham a joué en Conference League",Letzte Saison spielte West Ham in der Conference League,В прошлом сезоне «Вест Хэм» играл в Конференц-лиге.,上赛季西汉姆联参加了分区联赛,पिछले सीज़न में वेस्ट हैम कॉन्फ्रेंस लीग में खेला था
Q_512,تعاقد وست هام مع مدرب في بداية الموسم,West Ham signed a manager at the start of the season.,El West Ham contrató entrenador a principios de temporada,,West Ham contratou um treinador no início da temporada,West Ham a embauché un entraîneur en début de saison,West Ham stellte zu Beginn der Saison einen Trainer ein,Вест Хэм нанял тренера в начале сезона,西汉姆联在赛季初聘请了一名教练,वेस्ट हैम ने सीज़न की शुरुआत में एक कोच नियुक्त किया
